anio,idestado,idmunicipio,nomestado,nommunicipio,nomcicloproductivo
2023,32,21,Zacatecas,Jiménez del Teul,PV
2023,32,27,Zacatecas,Melchor Ocampo,PV
2023,32,30,Zacatecas,Momax,PV
2023,32,33,Zacatecas,Moyahua de Estrada,OI
2023,32,33,Zacatecas,Moyahua de Estrada,PV
2023,32,35,Zacatecas,Noria de Ángeles,PV
2023,32,37,Zacatecas,Pánuco,PV
2023,32,41,Zacatecas,El Salvador,PV
2023,32,50,Zacatecas,Vetagrande,PV
2023,32,52,Zacatecas,Villa García,PV
2023,32,57,Zacatecas,Trancoso,PV
2023,32,58,Zacatecas,Santa María de La Paz,PV
2024,1,11,Aguascalientes,San Francisco de Los Romo,PV
2024,4,1,Campeche,Calkiní,OI
2024,4,1,Campeche,Calkiní,PV
2024,4,8,Campeche,Tenabo,OI
2024,4,8,Campeche,Tenabo,PV
2024,4,12,Campeche,Seybaplaya,PV
2024,4,13,Campeche,Dzitbalché,OI
2024,4,13,Campeche,Dzitbalché,PV
2024,5,1,Coahuila,Abasolo,PV
2024,5,4,Coahuila,Arteaga,PV
2024,5,6,Coahuila,Castaños,PV
2024,5,8,Coahuila,Escobedo,PV
2024,5,11,Coahuila,General Cepeda,PV
2024,5,12,Coahuila,Guerrero,PV
2024,5,13,Coahuila,Hidalgo,PV
2024,5,16,Coahuila,Lamadrid,PV
2024,5,19,Coahuila,Morelos,PV
2024,5,21,Coahuila,Nadadores,PV
2024,5,23,Coahuila,Ocampo,PV
2024,5,24,Coahuila,Parras,PV
2024,5,26,Coahuila,Progreso,PV
2024,5,29,Coahuila,Sacramento,PV
2024,5,31,Coahuila,San Buenaventura,PV
2024,5,36,Coahuila,Viesca,PV
2024,5,37,Coahuila,Villa Unión,PV
2024,6,6,Colima,Ixtlahuacán,OI
2024,6,6,Colima,Ixtlahuacán,PV
2024,6,10,Colima,Villa de Álvarez,OI
2024,6,10,Colima,Villa de Álvarez,PV
2024,7,6,Chiapas,Amatenango de La Frontera,PV
2024,7,7,Chiapas,Amatenango del Valle,PV
2024,7,10,Chiapas,Bejucal de Ocampo,PV
2024,7,11,Chiapas,Bella Vista,PV
2024,7,12,Chiapas,Berriozábal,PV
2024,7,13,Chiapas,Bochil,PV
2024,7,16,Chiapas,Catazajá,PV
2024,7,18,Chiapas,Coapilla,PV
2024,7,21,Chiapas,Copainalá,OI
2024,7,21,Chiapas,Copainalá,PV
2024,7,23,Chiapas,Chamula,PV
2024,7,24,Chiapas,Chanal,PV
2024,7,26,Chiapas,Chenalhó,OI
2024,7,26,Chiapas,Chenalhó,PV
2024,7,33,Chiapas,Francisco León,OI
2024,7,35,Chiapas,Frontera Hidalgo,OI
2024,7,35,Chiapas,Frontera Hidalgo,PV
2024,7,36,Chiapas,La Grandeza,PV
2024,7,41,Chiapas,La Independencia,OI
2024,7,41,Chiapas,La Independencia,PV
2024,7,42,Chiapas,Ixhuatán,OI
2024,7,42,Chiapas,Ixhuatán,PV
2024,7,43,Chiapas,Ixtacomitán,OI
2024,7,43,Chiapas,Ixtacomitán,PV
2024,7,45,Chiapas,Ixtapangajoya,OI
2024,7,45,Chiapas,Ixtapangajoya,PV
2024,7,47,Chiapas,Jitotol,OI
2024,7,47,Chiapas,Jitotol,PV
2024,7,48,Chiapas,Juárez,OI
2024,7,48,Chiapas,Juárez,PV
2024,7,50,Chiapas,La Libertad,OI
2024,7,50,Chiapas,La Libertad,PV
2024,7,52,Chiapas,Las Margaritas,OI
2024,7,52,Chiapas,Las Margaritas,PV
2024,7,53,Chiapas,Mazapa de Madero,PV
2024,7,54,Chiapas,Mazatán,OI
2024,7,54,Chiapas,Mazatán,PV
2024,7,55,Chiapas,Metapa,OI
2024,7,55,Chiapas,Metapa,PV
2024,7,56,Chiapas,Mitontic,OI
2024,7,56,Chiapas,Mitontic,PV
2024,7,58,Chiapas,Nicolás Ruíz,PV
2024,7,64,Chiapas,Oxchuc,OI
2024,7,64,Chiapas,Oxchuc,PV
2024,7,66,Chiapas,Pantelhó,OI
2024,7,66,Chiapas,Pantelhó,PV
2024,7,67,Chiapas,Pantepec,OI
2024,7,67,Chiapas,Pantepec,PV
2024,7,70,Chiapas,El Porvenir,PV
2024,7,73,Chiapas,Rayón,OI
2024,7,73,Chiapas,Rayón,PV
2024,7,74,Chiapas,Reforma,OI
2024,7,74,Chiapas,Reforma,PV
2024,7,75,Chiapas,Las Rosas,OI
2024,7,75,Chiapas,Las Rosas,PV
2024,7,76,Chiapas,Sabanilla,OI
2024,7,76,Chiapas,Sabanilla,PV
2024,7,79,Chiapas,San Fernando,PV
2024,7,80,Chiapas,Siltepec,PV
2024,7,81,Chiapas,Simojovel,OI
2024,7,81,Chiapas,Simojovel,PV
2024,7,82,Chiapas,Sitalá,OI
2024,7,82,Chiapas,Sitalá,PV
2024,7,83,Chiapas,Socoltenango,OI
2024,7,83,Chiapas,Socoltenango,PV
2024,7,90,Chiapas,Tapalapa,OI
2024,7,90,Chiapas,Tapalapa,PV
2024,7,91,Chiapas,Tapilula,OI
2024,7,91,Chiapas,Tapilula,PV
2024,7,93,Chiapas,Tenejapa,OI
2024,7,93,Chiapas,Tenejapa,PV
2024,7,94,Chiapas,Teopisca,PV
2024,7,96,Chiapas,Tila,OI
2024,7,96,Chiapas,Tila,PV
2024,7,98,Chiapas,Totolapa,OI
2024,7,98,Chiapas,Totolapa,PV
2024,7,100,Chiapas,Tumbalá,OI
2024,7,100,Chiapas,Tumbalá,PV
2024,7,102,Chiapas,Tuxtla Chico,OI
2024,7,102,Chiapas,Tuxtla Chico,PV
2024,7,103,Chiapas,Tuzantán,PV
2024,7,104,Chiapas,Tzimol,OI
2024,7,104,Chiapas,Tzimol,PV
2024,7,109,Chiapas,Yajalón,OI
2024,7,109,Chiapas,Yajalón,PV
2024,7,110,Chiapas,San Lucas,OI
2024,7,110,Chiapas,San Lucas,PV
2024,7,111,Chiapas,Zinacantán,PV
2024,7,112,Chiapas,San Juan Cancuc,OI
2024,7,112,Chiapas,San Juan Cancuc,PV
2024,7,113,Chiapas,Aldama,PV
2024,7,115,Chiapas,Maravilla Tenejapa,OI
2024,7,115,Chiapas,Maravilla Tenejapa,PV
2024,7,116,Chiapas,Marqués de Comillas,OI
2024,7,116,Chiapas,Marqués de Comillas,PV
2024,7,117,Chiapas,Montecristo de Guerrero,PV
2024,7,118,Chiapas,San Andrés Duraznal,OI
2024,7,118,Chiapas,San Andrés Duraznal,PV
2024,7,119,Chiapas,Santiago El Pinar,PV
2024,7,120,Chiapas,Capitán Luis Ángel Vidal,PV
2024,7,121,Chiapas,Rincón Chamula San Pedro,OI
2024,7,121,Chiapas,Rincón Chamula San Pedro,PV
2024,7,122,Chiapas,El Parral,OI
2024,7,122,Chiapas,El Parral,PV
2024,7,125,Chiapas,Honduras de la Sierra,PV
2024,8,3,Chihuahua,Allende,PV
2024,8,12,Chihuahua,Carichí,PV
2024,8,13,Chihuahua,Casas Grandes,PV
2024,8,18,Chihuahua,Cusihuiriachi,PV
2024,8,23,Chihuahua,Galeana,PV
2024,8,25,Chihuahua,Gómez Farías,PV
2024,8,33,Chihuahua,Huejotitán,PV
2024,8,34,Chihuahua,Ignacio Zaragoza,PV
2024,8,44,Chihuahua,Matamoros,PV
2024,8,46,Chihuahua,Morelos,OI
2024,8,46,Chihuahua,Morelos,PV
2024,8,47,Chihuahua,Moris,PV
2024,8,51,Chihuahua,Ocampo,PV
2024,8,54,Chihuahua,Riva Palacio,PV
2024,8,56,Chihuahua,Rosario,PV
2024,8,60,Chihuahua,Santa Bárbara,PV
2024,8,64,Chihuahua,El Tule,PV
2024,8,66,Chihuahua,Uruachi,PV
2024,10,2,Durango,Canelas,OI
2024,10,2,Durango,Canelas,PV
2024,10,3,Durango,Coneto de Comonfort,PV
2024,10,6,Durango,General Simón Bolívar,PV
2024,10,14,Durango,Mezquital,PV
2024,10,16,Durango,Nombre de Dios,PV
2024,10,19,Durango,Otáez,PV
2024,10,20,Durango,Pánuco de Coronado,PV
2024,10,21,Durango,Peñón Blanco,PV
2024,10,23,Durango,Pueblo Nuevo,PV
2024,10,28,Durango,San Juan del Río,PV
2024,10,29,Durango,San Luis del Cordero,PV
2024,11,9,Guanajuato,Comonfort,PV
2024,11,16,Guanajuato,Huanímaro,PV
2024,11,21,Guanajuato,Moroleón,PV
2024,11,32,Guanajuato,San José Iturbide,PV
2024,11,34,Guanajuato,Santa Catarina,PV
2024,11,35,Guanajuato,Santa Cruz de Juventino Rosas,PV
2024,11,36,Guanajuato,Santiago Maravatío,PV
2024,11,38,Guanajuato,Tarandacuao,OI
2024,11,38,Guanajuato,Tarandacuao,PV
2024,11,39,Guanajuato,Tarimoro,PV
2024,11,41,Guanajuato,Uriangato,PV
2024,11,43,Guanajuato,Victoria,PV
2024,11,44,Guanajuato,Villagrán,PV
2024,12,4,Guerrero,Alcozauca de Guerrero,OI
2024,12,4,Guerrero,Alcozauca de Guerrero,PV
2024,12,6,Guerrero,Apaxtla,PV
2024,12,9,Guerrero,Atlamajalcingo del Monte,PV
2024,12,10,Guerrero,Atlixtac,OI
2024,12,10,Guerrero,Atlixtac,PV
2024,12,13,Guerrero,Azoyú,OI
2024,12,13,Guerrero,Azoyú,PV
2024,12,19,Guerrero,Copalillo,OI
2024,12,19,Guerrero,Copalillo,PV
2024,12,20,Guerrero,Copanatoyac,OI
2024,12,20,Guerrero,Copanatoyac,PV
2024,12,24,Guerrero,Cualác,PV
2024,12,25,Guerrero,Cuautepec,OI
2024,12,25,Guerrero,Cuautepec,PV
2024,12,26,Guerrero,Cuetzala del Progreso,OI
2024,12,26,Guerrero,Cuetzala del Progreso,PV
2024,12,30,Guerrero,Florencio Villarreal,OI
2024,12,30,Guerrero,Florencio Villarreal,PV
2024,12,31,Guerrero,General Canuto A. Neri,PV
2024,12,33,Guerrero,Huamuxtitlán,OI
2024,12,37,Guerrero,Ixcateopan de Cuauhtémoc,PV
2024,12,41,Guerrero,Malinaltepec,OI
2024,12,41,Guerrero,Malinaltepec,PV
2024,12,42,Guerrero,Mártir de Cuilapan,PV
2024,12,43,Guerrero,Metlatónoc,OI
2024,12,43,Guerrero,Metlatónoc,PV
2024,12,47,Guerrero,Pedro Ascencio Alquisiras,PV
2024,12,49,Guerrero,Pilcaya,OI
2024,12,49,Guerrero,Pilcaya,PV
2024,12,51,Guerrero,Quechultenango,OI
2024,12,51,Guerrero,Quechultenango,PV
2024,12,52,Guerrero,San Luis Acatlán,OI
2024,12,52,Guerrero,San Luis Acatlán,PV
2024,12,54,Guerrero,San Miguel Totolapan,OI
2024,12,54,Guerrero,San Miguel Totolapan,PV
2024,12,56,Guerrero,Tecoanapa,OI
2024,12,56,Guerrero,Tecoanapa,PV
2024,12,58,Guerrero,Teloloapan,OI
2024,12,58,Guerrero,Teloloapan,PV
2024,12,60,Guerrero,Tetipac,OI
2024,12,60,Guerrero,Tetipac,PV
2024,12,62,Guerrero,Tlacoachistlahuaca,OI
2024,12,62,Guerrero,Tlacoachistlahuaca,PV
2024,12,63,Guerrero,Tlacoapa,OI
2024,12,63,Guerrero,Tlacoapa,PV
2024,12,64,Guerrero,Tlalchapa,OI
2024,12,64,Guerrero,Tlalchapa,PV
2024,12,65,Guerrero,Tlalixtaquilla de Maldonado,OI
2024,12,65,Guerrero,Tlalixtaquilla de Maldonado,PV
2024,12,67,Guerrero,Tlapehuala,OI
2024,12,67,Guerrero,Tlapehuala,PV
2024,12,69,Guerrero,Xalpatláhuac,OI
2024,12,69,Guerrero,Xalpatláhuac,PV
2024,12,71,Guerrero,Xochistlahuaca,OI
2024,12,71,Guerrero,Xochistlahuaca,PV
2024,12,72,Guerrero,Zapotitlán Tablas,OI
2024,12,72,Guerrero,Zapotitlán Tablas,PV
2024,12,74,Guerrero,Zitlala,OI
2024,12,74,Guerrero,Zitlala,PV
2024,12,75,Guerrero,Eduardo Neri,OI
2024,12,76,Guerrero,Acatepec,OI
2024,12,76,Guerrero,Acatepec,PV
2024,12,77,Guerrero,Marquelia,OI
2024,12,77,Guerrero,Marquelia,PV
2024,12,78,Guerrero,Cochoapa El Grande,OI
2024,12,78,Guerrero,Cochoapa El Grande,PV
2024,12,79,Guerrero,José Joaquín de Herrera,PV
2024,12,80,Guerrero,Juchitán,OI
2024,12,80,Guerrero,Juchitán,PV
2024,12,81,Guerrero,Iliatenco,PV
2024,13,1,Hidalgo,Acatlán,PV
2024,13,4,Hidalgo,Agua Blanca de Iturbide,PV
2024,13,5,Hidalgo,Ajacuba,PV
2024,13,7,Hidalgo,Almoloya,PV
2024,13,9,Hidalgo,El Arenal,PV
2024,13,10,Hidalgo,Atitalaquia,PV
2024,13,12,Hidalgo,Atotonilco El Grande,PV
2024,13,14,Hidalgo,Calnali,OI
2024,13,14,Hidalgo,Calnali,PV
2024,13,15,Hidalgo,Cardonal,PV
2024,13,16,Hidalgo,Cuautepec de Hinojosa,PV
2024,13,17,Hidalgo,Chapantongo,PV
2024,13,18,Hidalgo,Chapulhuacán,OI
2024,13,18,Hidalgo,Chapulhuacán,PV
2024,13,20,Hidalgo,Eloxochitlán,OI
2024,13,20,Hidalgo,Eloxochitlán,PV
2024,13,21,Hidalgo,Emiliano Zapata,PV
2024,13,22,Hidalgo,Epazoyucan,PV
2024,13,23,Hidalgo,Francisco I. Madero,PV
2024,13,24,Hidalgo,Huasca de Ocampo,PV
2024,13,26,Hidalgo,Huazalingo,OI
2024,13,26,Hidalgo,Huazalingo,PV
2024,13,31,Hidalgo,Jacala de Ledezma,OI
2024,13,31,Hidalgo,Jacala de Ledezma,PV
2024,13,32,Hidalgo,Jaltocán,OI
2024,13,32,Hidalgo,Jaltocán,PV
2024,13,33,Hidalgo,Juárez Hidalgo,PV
2024,13,34,Hidalgo,Lolotla,OI
2024,13,34,Hidalgo,Lolotla,PV
2024,13,35,Hidalgo,Metepec,PV
2024,13,36,Hidalgo,San Agustín Metzquititlán,OI
2024,13,36,Hidalgo,San Agustín Metzquititlán,PV
2024,13,39,Hidalgo,Mineral del Monte,PV
2024,13,40,Hidalgo,La Misión,PV
2024,13,42,Hidalgo,Molango de Escamilla,OI
2024,13,42,Hidalgo,Molango de Escamilla,PV
2024,13,43,Hidalgo,Nicolás Flores,OI
2024,13,43,Hidalgo,Nicolás Flores,PV
2024,13,44,Hidalgo,Nopala de Villagrán,PV
2024,13,45,Hidalgo,Omitlán de Juárez,PV
2024,13,47,Hidalgo,Pacula,OI
2024,13,47,Hidalgo,Pacula,PV
2024,13,49,Hidalgo,Pisaflores,PV
2024,13,50,Hidalgo,Progreso de Obregón,PV
2024,13,51,Hidalgo,Mineral de La Reforma,PV
2024,13,52,Hidalgo,San Agustín Tlaxiaca,PV
2024,13,53,Hidalgo,San Bartolo Tutotepec,OI
2024,13,53,Hidalgo,San Bartolo Tutotepec,PV
2024,13,54,Hidalgo,San Salvador,PV
2024,13,55,Hidalgo,Santiago de Anaya,PV
2024,13,56,Hidalgo,Santiago Tulantepec de Lugo Guerrero,PV
2024,13,57,Hidalgo,Singuilucan,PV
2024,13,58,Hidalgo,Tasquillo,PV
2024,13,59,Hidalgo,Tecozautla,OI
2024,13,59,Hidalgo,Tecozautla,PV
2024,13,60,Hidalgo,Tenango de Doria,OI
2024,13,60,Hidalgo,Tenango de Doria,PV
2024,13,61,Hidalgo,Tepeapulco,PV
2024,13,62,Hidalgo,Tepehuacán de Guerrero,OI
2024,13,62,Hidalgo,Tepehuacán de Guerrero,PV
2024,13,63,Hidalgo,Tepeji del Río de Ocampo,PV
2024,13,65,Hidalgo,Tetepango,PV
2024,13,66,Hidalgo,Villa de Tezontepec,PV
2024,13,67,Hidalgo,Tezontepec de Aldama,PV
2024,13,68,Hidalgo,Tianguistengo,OI
2024,13,68,Hidalgo,Tianguistengo,PV
2024,13,69,Hidalgo,Tizayuca,PV
2024,13,70,Hidalgo,Tlahuelilpan,PV
2024,13,71,Hidalgo,Tlahuiltepa,OI
2024,13,71,Hidalgo,Tlahuiltepa,PV
2024,13,72,Hidalgo,Tlanalapa,PV
2024,13,74,Hidalgo,Tlaxcoapan,PV
2024,13,75,Hidalgo,Tolcayuca,PV
2024,13,78,Hidalgo,Xochiatipan,OI
2024,13,78,Hidalgo,Xochiatipan,PV
2024,13,79,Hidalgo,Xochicoatlán,OI
2024,13,79,Hidalgo,Xochicoatlán,PV
2024,13,80,Hidalgo,Yahualica,OI
2024,13,80,Hidalgo,Yahualica,PV
2024,13,82,Hidalgo,Zapotlán de Juárez,PV
2024,13,83,Hidalgo,Zempoala,PV
2024,14,1,Jalisco,Acatic,PV
2024,14,3,Jalisco,Ahualulco de Mercado,PV
2024,14,4,Jalisco,Amacueca,OI
2024,14,4,Jalisco,Amacueca,PV
2024,14,7,Jalisco,San Juanito de Escobedo,PV
2024,14,8,Jalisco,Arandas,PV
2024,14,9,Jalisco,El Arenal,PV
2024,14,10,Jalisco,Atemajac de Brizuela,PV
2024,14,11,Jalisco,Atengo,PV
2024,14,13,Jalisco,Atotonilco El Alto,PV
2024,14,14,Jalisco,Atoyac,OI
2024,14,14,Jalisco,Atoyac,PV
2024,14,20,Jalisco,Cabo Corrientes,OI
2024,14,20,Jalisco,Cabo Corrientes,PV
2024,14,24,Jalisco,Cocula,PV
2024,14,26,Jalisco,Concepción de Buenos Aires,PV
2024,14,28,Jalisco,Cuautla,PV
2024,14,29,Jalisco,Cuquío,PV
2024,14,31,Jalisco,Chimaltitán,OI
2024,14,32,Jalisco,Chiquilistlán,PV
2024,14,35,Jalisco,Encarnación de Díaz,PV
2024,14,36,Jalisco,Etzatlán,PV
2024,14,37,Jalisco,El Grullo,PV
2024,14,38,Jalisco,Guachinango,OI
2024,14,38,Jalisco,Guachinango,PV
2024,14,42,Jalisco,Huejuquilla El Alto,PV
2024,14,44,Jalisco,Ixtlahuacán de Los Membrillos,PV
2024,14,45,Jalisco,Ixtlahuacán del Río,PV
2024,14,48,Jalisco,Jesús María,PV
2024,14,52,Jalisco,Juchitlán,PV
2024,14,55,Jalisco,Magdalena,OI
2024,14,55,Jalisco,Magdalena,PV
2024,14,56,Jalisco,Santa María del Oro,PV
2024,14,57,Jalisco,La Manzanilla de la Paz,PV
2024,14,59,Jalisco,Mazamitla,PV
2024,14,60,Jalisco,Mexticacán,PV
2024,14,62,Jalisco,Mixtlán,PV
2024,14,64,Jalisco,Ojuelos de Jalisco,PV
2024,14,69,Jalisco,Quitupan,OI
2024,14,69,Jalisco,Quitupan,PV
2024,14,72,Jalisco,San Diego de Alejandría,PV
2024,14,73,Jalisco,San Juan de Los Lagos,PV
2024,14,74,Jalisco,San Julián,PV
2024,14,75,Jalisco,San Marcos,PV
2024,14,78,Jalisco,San Miguel El Alto,PV
2024,14,80,Jalisco,San Sebastián del Oeste,OI
2024,14,80,Jalisco,San Sebastián del Oeste,PV
2024,14,82,Jalisco,Sayula,PV
2024,14,84,Jalisco,Talpa de Allende,OI
2024,14,84,Jalisco,Talpa de Allende,PV
2024,14,85,Jalisco,Tamazula de Gordiano,OI
2024,14,85,Jalisco,Tamazula de Gordiano,PV
2024,14,86,Jalisco,Tapalpa,PV
2024,14,87,Jalisco,Tecalitlán,OI
2024,14,87,Jalisco,Tecalitlán,PV
2024,14,88,Jalisco,Tecolotlán,PV
2024,14,89,Jalisco,Techaluta de Montenegro,PV
2024,14,90,Jalisco,Tenamaxtlán,PV
2024,14,92,Jalisco,Teocuitatlán de Corona,PV
2024,14,93,Jalisco,Tepatitlán de Morelos,PV
2024,14,94,Jalisco,Tequila,OI
2024,14,94,Jalisco,Tequila,PV
2024,14,101,Jalisco,Tonalá,PV
2024,14,102,Jalisco,Tonaya,PV
2024,14,103,Jalisco,Tonila,PV
2024,14,104,Jalisco,Totatiche,PV
2024,14,105,Jalisco,Tototlán,PV
2024,14,106,Jalisco,Tuxcacuesco,PV
2024,14,109,Jalisco,Unión de San Antonio,PV
2024,14,112,Jalisco,Valle de Juárez,PV
2024,14,113,Jalisco,San Gabriel,PV
2024,14,114,Jalisco,Villa Corona,PV
2024,14,115,Jalisco,Villa Guerrero,PV
2024,14,116,Jalisco,Villa Hidalgo,PV
2024,14,117,Jalisco,Cañadas de Obregón,PV
2024,14,119,Jalisco,Zacoalco de Torres,OI
2024,14,119,Jalisco,Zacoalco de Torres,PV
2024,14,121,Jalisco,Zapotiltic,PV
2024,14,122,Jalisco,Zapotitlán de Vadillo,OI
2024,14,122,Jalisco,Zapotitlán de Vadillo,PV
2024,15,1,México,Acambay de Ruíz Castañeda,PV
2024,15,4,México,Almoloya de Alquisiras,OI
2024,15,4,México,Almoloya de Alquisiras,PV
2024,15,6,México,Almoloya del Río,PV
2024,15,7,México,Amanalco,PV
2024,15,8,México,Amatepec,PV
2024,15,10,México,Apaxco,PV
2024,15,12,México,Atizapán,PV
2024,15,15,México,Atlautla,PV
2024,15,16,México,Axapusco,PV
2024,15,17,México,Ayapango,PV
2024,15,18,México,Calimaya,PV
2024,15,19,México,Capulhuac,PV
2024,15,20,México,Coacalco de Berriozábal,PV
2024,15,21,México,Coatepec Harinas,OI
2024,15,21,México,Coatepec Harinas,PV
2024,15,22,México,Cocotitlán,PV
2024,15,23,México,Coyotepec,PV
2024,15,24,México,Cuautitlán,PV
2024,15,26,México,Chapa de Mota,PV
2024,15,27,México,Chapultepec,PV
2024,15,28,México,Chiautla,PV
2024,15,29,México,Chicoloapan,PV
2024,15,30,México,Chiconcuac,PV
2024,15,31,México,Chimalhuacán,PV
2024,15,34,México,Ecatzingo,PV
2024,15,35,México,Huehuetoca,PV
2024,15,36,México,Hueypoxtla,PV
2024,15,39,México,Ixtapaluca,PV
2024,15,40,México,Ixtapan de La Sal,OI
2024,15,40,México,Ixtapan de La Sal,PV
2024,15,41,México,Ixtapan del Oro,OI
2024,15,41,México,Ixtapan del Oro,PV
2024,15,43,México,Xalatlaco,PV
2024,15,44,México,Jaltenco,PV
2024,15,46,México,Jilotzingo,PV
2024,15,47,México,Jiquipilco,PV
2024,15,48,México,Jocotitlán,PV
2024,15,49,México,Joquicingo,PV
2024,15,50,México,Juchitepec,PV
2024,15,53,México,Melchor Ocampo,PV
2024,15,54,México,Metepec,PV
2024,15,56,México,Morelos,PV
2024,15,59,México,Nextlalpan,PV
2024,15,60,México,Nicolás Romero,PV
2024,15,61,México,Nopaltepec,PV
2024,15,64,México,El Oro,PV
2024,15,65,México,Otumba,PV
2024,15,66,México,Otzoloapan,PV
2024,15,67,México,Otzolotepec,PV
2024,15,68,México,Ozumba,PV
2024,15,69,México,Papalotla,PV
2024,15,71,México,Polotitlán,PV
2024,15,72,México,Rayón,PV
2024,15,73,México,San Antonio La Isla,PV
2024,15,75,México,San Martín de Las Pirámides,PV
2024,15,76,México,San Mateo Atenco,PV
2024,15,77,México,San Simón de Guerrero,OI
2024,15,77,México,San Simón de Guerrero,PV
2024,15,78,México,Santo Tomás,OI
2024,15,79,México,Soyaniquilpan de Juárez,PV
2024,15,80,México,Sultepec,PV
2024,15,82,México,Tejupilco,OI
2024,15,82,México,Tejupilco,PV
2024,15,84,México,Temascalapa,PV
2024,15,85,México,Temascalcingo,PV
2024,15,88,México,Tenancingo,PV
2024,15,89,México,Tenango del Aire,PV
2024,15,92,México,Teotihuacán,PV
2024,15,93,México,Tepetlaoxtoc,PV
2024,15,94,México,Tepetlixpa,PV
2024,15,98,México,Texcalyacac,PV
2024,15,103,México,Tlalmanalco,PV
2024,15,105,México,Tlatlaya,OI
2024,15,105,México,Tlatlaya,PV
2024,15,107,México,Tonatico,PV
2024,15,108,México,Tultepec,PV
2024,15,115,México,Xonacatlán,PV
2024,15,116,México,Zacazonapan,PV
2024,15,117,México,Zacualpan,PV
2024,15,119,México,Zumpahuacán,OI
2024,15,119,México,Zumpahuacán,PV
2024,15,122,México,Valle de Chalco Solidaridad,PV
2024,15,123,México,Luvianos,PV
2024,15,124,México,San José del Rincón,PV
2024,15,125,México,Tonanitla,PV
2024,16,1,Michoacán,Acuitzio,PV
2024,16,2,Michoacán,Aguililla,OI
2024,16,2,Michoacán,Aguililla,PV
2024,16,5,Michoacán,Angangueo,PV
2024,16,7,Michoacán,Aporo,PV
2024,16,8,Michoacán,Aquila,OI
2024,16,8,Michoacán,Aquila,PV
2024,16,9,Michoacán,Ario,OI
2024,16,9,Michoacán,Ario,PV
2024,16,11,Michoacán,Briseñas,PV
2024,16,12,Michoacán,Buenavista,OI
2024,16,12,Michoacán,Buenavista,PV
2024,16,13,Michoacán,Carácuaro,OI
2024,16,13,Michoacán,Carácuaro,PV
2024,16,14,Michoacán,Coahuayana,OI
2024,16,14,Michoacán,Coahuayana,PV
2024,16,15,Michoacán,Coalcomán de Vázquez Pallares,OI
2024,16,15,Michoacán,Coalcomán de Vázquez Pallares,PV
2024,16,16,Michoacán,Coeneo,PV
2024,16,18,Michoacán,Copándaro,OI
2024,16,18,Michoacán,Copándaro,PV
2024,16,20,Michoacán,Cuitzeo,PV
2024,16,21,Michoacán,Charapan,PV
2024,16,22,Michoacán,Charo,PV
2024,16,23,Michoacán,Chavinda,PV
2024,16,24,Michoacán,Cherán,PV
2024,16,25,Michoacán,Chilchota,PV
2024,16,26,Michoacán,Chinicuila,OI
2024,16,26,Michoacán,Chinicuila,PV
2024,16,27,Michoacán,Chucándiro,OI
2024,16,27,Michoacán,Chucándiro,PV
2024,16,28,Michoacán,Churintzio,PV
2024,16,29,Michoacán,Churumuco,OI
2024,16,29,Michoacán,Churumuco,PV
2024,16,30,Michoacán,Ecuandureo,PV
2024,16,31,Michoacán,Epitacio Huerta,PV
2024,16,32,Michoacán,Erongarícuaro,PV
2024,16,33,Michoacán,Gabriel Zamora,OI
2024,16,33,Michoacán,Gabriel Zamora,PV
2024,16,36,Michoacán,Huandacareo,OI
2024,16,36,Michoacán,Huandacareo,PV
2024,16,37,Michoacán,Huaniqueo,PV
2024,16,40,Michoacán,Indaparapeo,PV
2024,16,41,Michoacán,Irimbo,PV
2024,16,45,Michoacán,Jiquilpan,PV
2024,16,46,Michoacán,Juárez,PV
2024,16,47,Michoacán,Jungapeo,OI
2024,16,47,Michoacán,Jungapeo,PV
2024,16,48,Michoacán,Lagunillas,PV
2024,16,51,Michoacán,Marcos Castellanos,PV
2024,16,54,Michoacán,Morelos,PV
2024,16,56,Michoacán,Nahuatzen,PV
2024,16,57,Michoacán,Nocupétaro,OI
2024,16,57,Michoacán,Nocupétaro,PV
2024,16,58,Michoacán,Nuevo Parangaricutiro,PV
2024,16,59,Michoacán,Nuevo Urecho,OI
2024,16,59,Michoacán,Nuevo Urecho,PV
2024,16,62,Michoacán,Pajacuarán,PV
2024,16,63,Michoacán,Panindícuaro,PV
2024,16,64,Michoacán,Parácuaro,OI
2024,16,64,Michoacán,Parácuaro,PV
2024,16,65,Michoacán,Paracho,PV
2024,16,66,Michoacán,Pátzcuaro,PV
2024,16,68,Michoacán,Peribán,PV
2024,16,70,Michoacán,Purépero,PV
2024,16,71,Michoacán,Puruándiro,PV
2024,16,73,Michoacán,Quiroga,PV
2024,16,74,Michoacán,Cojumatlán de Régules,PV
2024,16,75,Michoacán,Los Reyes,PV
2024,16,77,Michoacán,San Lucas,OI
2024,16,77,Michoacán,San Lucas,PV
2024,16,78,Michoacán,Santa Ana Maya,OI
2024,16,78,Michoacán,Santa Ana Maya,PV
2024,16,79,Michoacán,Salvador Escalante,PV
2024,16,80,Michoacán,Senguio,PV
2024,16,81,Michoacán,Susupuato,OI
2024,16,81,Michoacán,Susupuato,PV
2024,16,82,Michoacán,Tacámbaro,PV
2024,16,83,Michoacán,Tancítaro,OI
2024,16,83,Michoacán,Tancítaro,PV
2024,16,84,Michoacán,Tangamandapio,PV
2024,16,86,Michoacán,Tanhuato,PV
