LON,LAT,EDO,CLAVE,ESTACION,jul-18
-104.74,29.5,CHIH,Peguis,"Pegüis, Chih. SGT*",17
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",21.5
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",73.04
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",27.5
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",77.9
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",180.01
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",61.8
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",54.2
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",83.16
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",112.52
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",168.11
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",53.74
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",68.32
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",274
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",84.9
-92.114167,17.248889,CHIS,AGUAAZUL,"Agua Azul, Chis. SGT*",77.2
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",95.2
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",35.2
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",148.82
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",310
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",33.6
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",25.01
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",464.91
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",43.31
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",68.4
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",99
-93.117222,16.757778,CHIS,CENTRO2APTE,"Centro Segunda Poniente, Chis. SGT*",40.6
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",84.4
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",302
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",75.4
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",158.9
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",49.3
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",15.3
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",12.4
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",15.72
-93.15,16.730556,CHIS,CRISTALTV,"Cristal TV Azteca, Chis. SGT*",67.9
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",179.6
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",196.7
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",209.8
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",502.7
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",120.7
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",88.8
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",167.9
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",227.72
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",115.8
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",57.2
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",359.1
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",241.3
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",115.1
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",98.04
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",470.11
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",447.2
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",120.2
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",91.8
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",136.32
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",143.1
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",102.4
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",86.8
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",182.8
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",158.1
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",443.53
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",124.5
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",32.5
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",102
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",1.6
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",142.6
-93.087778,16.760278,CHIS,PARQUEOTE,"Parque Oriente, Chis. SGT*",50.1
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",8.22
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",215.3
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",173.7
-92.794167,15.714444,CHIS,PRUSIA,"Prusia, Chis. SGT*",97.6
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",73.5
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",44
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",55.2
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",99.4
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",111.9
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",208.3
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",120.75
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",138.7
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",30.1
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",134.6
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",144.4
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",63.9
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",53.1
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",53.21
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",104.81
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",90
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",122.8
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",102
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",82.72
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",170.9
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",55.8
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",212.8
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",73.2
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",161
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",125
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",205.2
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",36.8
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",213.2
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",61.62
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",58.4
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",51.54
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",218.2
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",58.5
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",60.31
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",165.4
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",240.8
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",89.32
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",136.8
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",18.7
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",40.02
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",41.5
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",9.01
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",48
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",35.3
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",34.01
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",27
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",42
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",21.51
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",19.81
-100.954444,29.329167,COAH,LasVacasC,"Las Vacas Ciudad Acuña, Coah. CILA*",10
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",5.42
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",31.2
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",92.4
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",38.2
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",48.9
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",57.02
-100.556944,28.667778,COAH,RioEscondidoC,"Río Escondido Villa de Fuentes, Coah. CILA*",36.5
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",96
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",32.4
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",52.75
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",80
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",77
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",7.11
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",4.73
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",10.42
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",18.03
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",7.8
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",48.01
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",99.01
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",18.24
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",96.21
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",31.43
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",149.73
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",60.75
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",77.6
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",111.02
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",53.9
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",52.93
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",1.27
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",98.2
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",19.42
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",78.41
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",57.7
-104.1,18.936111,COL,RDRCM,"Radar, Col.",108.52
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",45.4
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",65
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",107.53
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",124.2
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",75.33
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",124.17
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",80.02
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",99.29
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",113.71
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",206.97
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",93.99
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",110.72
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",104.03
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",79.5
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",57.4
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",104.63
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",44
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",99.82
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",123.69
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",168.39
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",144.6
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",199.63
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",127.44
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",113.4
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",101.34
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",42.4
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",183.82
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",197.61
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",106.42
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",35.81
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",80.78
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",111.08
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",38.63
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",79.23
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",104.12
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",60.71
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",76.19
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",107.17
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",112.01
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",62.49
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",68.59
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",109.71
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",87.12
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",115.81
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",108.98
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",70.32
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",46.72
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",107.94
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",82.82
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",97.78
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",112.25
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",122.66
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",148.09
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",110.52
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",37.32
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",180.36
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",82.55
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",63.77
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",105.1
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",84.82
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",111.51
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",181.37
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",151.64
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",77.98
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",93.2
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",90.93
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",88.13
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",148.24
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",200.91
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",64.5
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",150.33
