Lon,Lat,Clave,Edo,Est,Tmin,,,
-99.4,24.94,CPRNL,NL,JosÈ LÛpez Portillo N.L.,16.3,,,
-99.74,24.99,CABNL,NL,Cabezones N.L.,12.9,,,
-99.22,24.99,PAMNL,NL,La Pamona N.L.,14.0,,,
-100.55,25.03,SRANL,NL,San Rafael N.L.,1.3,,,
-99.83,25.17,MTMNL,NL,Montemorelos N.L.,12.7,,,
-99.53,25.5,LERNL,NL,Las Enramadas N.L.,14.0,,,
-100.2,25.52,ECSNL,NL,El Cerrito N.L.,12.2,,,
-100.27,25.68,MTRNL,NL,Monterrey N.L.,16.1,,,
-100.17,25.95,CDFNL,NL,CiÈnega de Flores N.L.,17.1,,,
-99.2,26.02,MDRNL,NL,Madero N.L.,15.9,,,
-99.61,26.09,CRVNL,NL,Cerralvo N.L.,14.2,,,
-100.13,27.24,ANHNL,NL,An·huac N.L.,16.3,,,
-100.12,23.42,MYNNL,NL,Mier y Noriega N.L.,10.9,,,
-99.44,24.98,CARNL,NL,Carmen de los Elizondo Linares N.L.,13.8,,,
-100.39,25.56,CDEMTYI,NL,Cumbres de Monterrey 1 N.L. SMN*,13.0,,,
-100.31,25.58,ELDIENTE,NL,El Diente N. L. SMN*,12.6,,,
-99.32,25.73,PCUNL,NL,Presa el Cuchillo N.L. SMN*,17.8,,,
-100.13,25.43,LBCNL,NL,Rodrigo GÛmez N.L.,14.4,,,
-99.28,25.71,CCHNL,NL,Cuchillo Solidaridad N.L.,16.6,,,
-100.3,25.73,OBSNL,NL,Observatorio de Monterrey N.L.,16.2,,,
-96.3,17.78,VANOX,OAX,Valle Nacional Oax.,19.8,,,
-96.53,17.43,ATEOX,OAX,Atepec Oax.,9.6,,,
-96.72,15.81,COZOX,OAX,San Francisco Cozoaltepec Oax.,21.3,,,
-95.48,16.59,RHOOX,OAX,RÌo Hondo Oax.,20.2,,,
-94.4,16.5,OSTOX,OAX,Ostuta Oax.,19.6,,,
-95.1,16.58,IXTOX,OAX,Ixtepec Oax.,23.6,,,
-94.82,16.58,CHIOX,OAX,Chicapa Oax.,23.7,,,
-95.93,16.65,BOQOX,OAX,Boquilla 1 Oax.,16.1,,,
-96.7,17,OAOOX,OAX,Observatorio de Aeropuerto Oaxaca Oax.,11.9,,,
-96.73,17.07,OACOX,OAX,Oaxaca Centro Oax.,14.0,,,
-96.72,17.07,BAEOX,OAX,Base AÈrea Oax.,12.9,,,
-97.78,17.81,HLOOX,OAX,Observatorio de Huajuapan de LeÛn Oax.,9.1,,,
-96.2,17.87,JACOX,OAX,Jacatepec Oax.,19.3,,,
-96.53,17.88,SFUOX,OAX,San Felipe Usila Oax.,17.0,,,
-96.26,18,CDOOX,OAX,Miguel de la Madrid Hurtado Oax.,19.0,,,
-96.41,18.23,TEMOX,OAX,Presidente Alem·n Oax.,21.3,,,
-95.92,17.73,RMLOX,OAX,RÌo Manso Lalana Oax.,21.0,,,
-98.14,17.5,SLAOX,OAX,Silacayo·pam Oax.,12.1,,,
-97.42,17.55,TEPOX,OAX,San Juan Teposcolula Oax.,6.2,,,
-97.82,17.75,FOYOX,OAX,San Francisco Yosocuta Oax.,10.0,,,
-98.39,17.76,ZALOX,OAX,Zapotitl·n Lagunas Oax.,12.3,,,
-97.82,17.89,ZAPOX,OAX,Zapotitl·n Palmas Oax.,12.2,,,
-97.54,17.73,STTOX,OAX,Santiago Teotongo Oax.,7.1,,,
-97.72,17.53,AMTOX,OAX,San Antonino Monte Verde Oax.,11.8,,,
-97.68,18.19,SNCOX,OAX,Santiago Chazumba Oax.,7.5,,,
-95.93,17.15,ZACOX,OAX,Zacatepec Oax.,15.0,,,
-97.81,17.65,TSLOX,OAX,Heroica Villa Tezoatl·n de Segura y Luna Oax.,10.2,,,
-97.78,17.81,HDLOX,OAX,Huajuapan de LeÛn Oax.,11.4,,,
-98.28,17.53,CALOX,OAX,Calihual· Oax.,11.0,,,
-97.69,15.97,LCHACAHUA,OAX,Laguna Chacahua Oax. SMN*,22.9,,,
-95.19,16.17,SALINACRUZmar,OAX,Salina Cruz Oax. SEMAR*,25.2,,,
-96.72,17,OAXACAob,OAX,Observatorio de Oaxaca Oax. SMN*,12.5,,,
-97.84,17.16,SACOX,OAX,San AndrÈs Chicahuaxtla Oax.,10.9,,,
-97.25,17.44,NOCHISTLAN,OAX,Nochistl·n Oax. SMN*,6.8,,,
-97.77,17.79,HUAJUAPANob,OAX,Observatorio de Huajuapan de LeÛn Oax. SMN*,9.1,,,
-98.05,16.35,PNTOX,OAX,Pinotepa Oax. SMN*,21.2,,,
-96.48,15.67,PTAOX,OAX,Observatorio de Puerto ¡ngel Oax.,23.5,,,
-95.2,16.18,SCROX,OAX,Observatorio de Salina Cruz Oax.,25.1,,,
-96.58,16.34,MIAHUATLAN,OAX,Miahuatl·n Oax. SMN*,11.9,,,
-97.88,17.23,SMNOX,OAX,San MartÌn Itunyoso Oax.,7.5,,,
-97.68,17.27,TLXOX,OAX,Heroica Ciudad de Tlaxiaco Oax.,6.9,,,
-97.9,17.91,SCHOX,OAX,Santiago Chilixtlahuaca Oax.,12.9,,,
-97.82,19.62,IXTPB,PUE,Ixtacamaxtitl·n Pue.,3.7,,,
-97.01,18.33,ZOQPB,PUE,Zoquitl·n Pue.,9.1,,,
-96.85,18.4,TLPPB,PUE,Tlacotepec de DÌaz Pue.,17.7,,,
-98.57,18.11,CHSPB,PUE,Chila de la Sal Pue.,12.7,,,
-98.26,18.2,PIXPB,PUE,Piaxtla Pue.,12.3,,,
-97.4,18.48,TEHPB,PUE,Tehuac·n Pue.,9.0,,,
-98.58,18.52,CHIPB,PUE,Chietla Pue.,15.1,,,
-98.47,18.61,IZMPB,PUE,Iz˙car de Matamoros Pue.,19.5,,,
-97.91,18.74,SMCPB,PUE,San Miguel Canoa Pue.,3.9,,,
-98.54,18.77,HQCPB,PUE,Huaquechula Pue.,12.1,,,
-97.75,18.88,TECPB,PUE,Tecamachalco Pue.,7.9,,,
-98.11,18.91,BDDPB,PUE,Manuel ¡vila Camacho Pue.,5.3,,,
-97.25,18.92,PCRPB,PUE,Paso Carretas Pue.,3.4,,,
-98.42,18.92,ATXPB,PUE,Atlixco Pue.,12.4,,,
-98.28,18.97,ECHPB,PUE,EcheverrÌa Pue.,7.8,,,
-97.96,18.97,CEMPB,PUE,Cemex Pue.,6.8,,,
-97.44,18.99,CDSPB,PUE,Ciudad Serd·n Pue.,4.8,,,
-98.23,19.01,MAYPB,PUE,Mayorazgo 21 Poniente Pue.,8.1,,,
-98.2,19.02,CNAPB,PUE,Conagua Pue.,7.3,,,
-98.17,19.05,PUOPB,PUE,Observatorio de Puebla Pue.,8.0,,,
-97.93,19.06,ACJPB,PUE,Acajete Pue.,7.6,,,
-98.32,19.07,CHLPB,PUE,Cholula Pue.,7.5,,,
-98.06,19.09,CPLPB,PUE,Capulac Pue.,7.2,,,
-98.46,19.1,HJTPB,PUE,Huejotzingo Pue.,7.2,,,
-97.62,19.25,QUIPB,PUE,Quimixtl·n Pue.,10.3,,,
-97.42,19.45,ACHPB,PUE,Alchichilca Pue.,3.6,,,
-97.69,19.46,LIBPB,PUE,Libres Pue.,6.7,,,
-97.49,19.49,TPYPB,PUE,Tepeyahualco Pue.,5.2,,,
-97.53,19.7,OYAPB,PUE,Oyameles Pue.,1.6,,,
-98.05,19.74,CNGPB,PUE,Chignahuapan Pue.,2.5,,,
-97.36,19.82,TEZPB,PUE,Teziutl·n Pue.,8.2,,,
-97.81,19.83,TEOPB,PUE,Tetela de Ocampo Pue.,8.1,,,
-97.58,19.86,ZCPPB,PUE,Zacapoaxtla Pue.,8.5,,,
-97.79,20,TDRPB,PUE,Tepango de RodrÌguez Pue.,7.0,,,
-98.15,20.03,AHUPB,PUE,Ahuazontepec Pue.,2.8,,,
-98.05,20.18,HUAPB,PUE,Huauchinango Pue.,11.0,,,
-97.83,20.18,ZRGPB,PUE,Zaragoza Pue.,7.1,,,
-97.96,20.28,XDJPB,PUE,Xicotepec de Ju·rez Pue.,12.5,,,
-97.88,20.39,AVCPB,PUE,¡vila Camacho Pue.,19.8,,,
-97.84,20.41,APAPB,PUE,Apapantilla Pue.,18.2,,,
-97.68,20.51,VENPB,PUE,Venustiano Carranza Pue.,8.4,,,
-98.16,18.61,COAPB,PUE,Coatzingo Pue.,12.0,,,
-98.22,19.11,SCRPB,PUE,San CristÛbal Caleras Pue.,5.7,,,
-97.85,20.73,MTLPB,PUE,Metlaltoyuca Pue.,17.0,,,
-97.4,20.12,RNAPB,PUE,Rancho Nuevo Pue.,18.5,,,
-98.57,18.68,IZUPB,PUE,Iz˙car de Matamoros Pue. SMN*,13.9,,,
-97.92,18.85,AHAPB,PUE,Ahuatepec Pue.,8.4,,,
-98.58,19.33,SRTPB,PUE,Santa Rita Tlahuapan Pue.,6.5,,,
-97.39,19.89,TEZIUTLAN,PUE,Teziutl·n Pue. SMN*,6.6,,,
-98.05,20.18,UDSPB,PUE,Universidad de la Sierra Pue.,10.2,,,
-98.16,20.28,PAHUATLAN,PUE,Pahuatl·n de Valle Pue. SGT*,14.0,,,
-97.62,18.31,TEHUACAN,PUE,Tehuac·n Pue. SMN*,10.9,,,
-97.72,18.87,UTTPB,PUE,Universidad TecnolÛgica Tecamachalco Pue. SMN*,7.8,,,
-98.14,18.94,AFRPB,PUE,¡fricam Pue.,8.3,,,
-98.42,19.28,SMTPB,PUE,San MartÌn Texmelucan Pue.,6.8,,,
-97.52,20.03,CTZPB,PUE,Cuetzalan del Progreso Pue.,13.6,,,
-97.21,20.13,SJAPB,PUE,San JosÈ Acateno Pue.,16.9,,,
-98.06,18.28,ADOPB,PUE,Acatl·n de Osorio Pue.,13.3,,,
-100.37,20.57,GHQQT,QRO,Gerencia Hidalgo Qro.,10.7,,,
-99.96,20.2,IDFQT,QRO,San Ildefonso Qro.,7.5,,,
-100,20.36,SJSQT,QRO,San JosÈ Qro.,10.6,,,
-100.08,20.42,CNSQT,QRO,ConstituciÛn de 1917 Qro.,9.5,,,
-100.41,20.5,BATQT,QRO,El Bat·n Qro.,8.3,,,
-100.45,20.54,EPUQT,QRO,El Pueblito Qro.,10.9,,,
-100.37,20.57,OBSQT,QRO,Observatorio de QuerÈtaro Qro.,11.0,,,
-100.44,20.6,CARQT,QRO,Carrillo Qro.,13.5,,,
-100.45,20.7,JRQQT,QRO,Juriquilla Qro.,8.2,,,
-99.82,21.06,PMLQT,QRO,PeÒamiller Qro.,12.5,,,
-99.47,21.21,PJALPAN,QRO,Presa Jalpan Qro. SMN*,15.1,,,
-100.28,20.39,HUIQT,QRO,Huimilpan Qro. SMN*,7.1,,,
-99.17,21.5,SGORDAI,QRO,Sierra Gorda 1 Qro. SMN*,9.5,,,
-87.49,21.1,KANTUNILKIN,QROO,KantunilkÌn Q. Roo. SMN*,22.4,,,
-86.95,20.51,COZQR,QROO,Cozumel Q. Roo.,24.6,,,
-87.08,20.63,PDCQR,QROO,Playa del Carmen Q. Roo.,23.2,,,
-86.82,21.16,CANQR,QROO,Canc˙n Q. Roo.,25.4,,,
-88.88,17.9,LAUNION,QROO,La UniÛn Q. Roo. SMN*,23.0,,,
-87.84,18.28,AXCALAK,QROO,Arrecifes Xcalak Q. Roo. SMN*,24.4,,,
-88.92,18.46,NICOLASBRAVO,QROO,Nicol·s Bravo Q. Roo. SMN*,21.5,,,
-88.33,18.5,CHETUMALob,QROO,Observatorio de Chetumal Q. Roo. SMN*,22.1,,,
-88.7,19.75,JMORELOS,QROO,JosÈ MarÌa Morelos Q. Roo. SMN*,22.1,,,
-86.91,20.48,CO2QR,QROO,Cozumel Q. Roo. SMN*,22.6,,,
-86.78,21.07,CNCQR,QROO,Canc˙n Radar Q. Roo. SMN*,23.5,,,
-88.33,18.5,CHOQR,QROO,Observatorio de Chetumal Q. Roo.,22.5,,,
-88.04,19.58,FCRQR,QROO,Observatorio de Felipe Carrillo Puerto Q. Roo.,20.9,,,
-107.06,24.75,VINSI,SIN,Vinoramas Sin.,14.6,,,
-107.76,25.12,RAVSI,SIN,EstaciÛn Rancho Viejo Sin.,16.9,,,
-105.85,23.09,TORSI,SIN,Las Tortugas Sin.,16.2,,,
-105.85,22.98,RSRSI,SIN,Rosario Sin.,17.6,,,
-106.25,23.35,SQRSI,SIN,Siqueros Sin.,15.9,,,
-106.47,23.56,QLTSI,SIN,Quelite Sin.,15.9,,,
-106.9,23.92,LCRSI,SIN,La Cruz Sin.,17.9,,,
-106.6,23.96,IXPSI,SIN,Ixpalino Sin.,15.9,,,
-106.81,24.57,JLPSI,SIN,JosÈ LÛpez Portillo Sin.,16.5,,,
-107.44,24.63,OBSSI,SIN,Observatorio de Culiac·n Sin.,17.8,,,
-107.1,24.45,SLRSI,SIN,San Lorenzo Sin.,16.9,,,
-107.4,24.82,CLCSI,SIN,Culiac·n Sin.,18.7,,,
-107.47,25.03,AWSSI,SIN,Andrew Weiss Sin.,14.7,,,
-107.84,25.49,SJNSI,SIN,San Juan Sin.,15.3,,,
-107.54,25.33,BDRSI,SIN,Badiraguato Sin.,13.4,,,
-108.09,25.47,GMCSI,SIN,Guam˙chil Sin.,17.0,,,
-108.47,25.72,GSVSI,SIN,Guasave Sin.,17.0,,,
-108.36,25.74,ZOPSI,SIN,El Zopilote Sin.,16.1,,,
-109,25.8,MCHSI,SIN,Los Mochis Sin.,18.6,,,
-108.01,25.9,JNASI,SIN,Jaina Sin.,14.6,,,
-109.18,25.92,AHMSI,SIN,Ahome Sin.,16.0,,,
-109.33,25.98,HDZSI,SIN,Higuera de Zaragoza Sin.,18.2,,,
-108.78,26.07,SFRSI,SIN,Sufragio Sin.,18.0,,,
-108.7,26.43,JORSI,SIN,Josefa Ortiz de DomÌnguez Sin.,17.4,,,
-108.62,26.43,EFTSI,SIN,El Fuerte Sin.,14.2,,,
-108.58,26.51,PMHSI,SIN,Miguel Hidalgo Sin.,13.9,,,
-109.07,25.59,TOPOLOBAMPOMAR,SIN,Topolobampo Sin. SEMAR*,20.6,,,
-106.65,24.05,ACTSI,SIN,Acatit·n Sin.,15.2,,,
-106.95,24.48,SCRSI,SIN,Santa Cruz Sin.,16.9,,,
-107.16,24.81,SN2SI,SIN,Sanalona hidromÈtrica Sin.,12.9,,,
-107.38,25.09,AL2SI,SIN,El Varejonal hidromÈtrica Sin.,14.4,,,
-107.91,25.86,GD2SI,SIN,Bacurato hidromÈtrica de Gustavo Diaz Ord·z Sin.,18.7,,,
-108.32,26.08,GB2SI,SIN,El Sabinal hidromÈtrica Sin.,16.6,,,
-108.35,26.9,LD2SI,SIN,Huites hidromÈtrica Sin.,11.9,,,
-106.41,23.22,MAZATLANob,SIN,Observatorio de Mazatl·n  Sin. SMN*,20.3,,,
-107.19,24.25,OBISPO,SIN,Obispo Sin. SMN*,17.5,,,
-107.84,25.49,SANJUAN,SIN,San Juan Sin. SMN*,13.6,,,
-108.7,25.7,ARCSI,SIN,Adolfo RuÌz CortÌnes Sin.,16.4,,,
-106.4,23.23,MZTSI,SIN,Observatorio de Mazatl·n Sin.,20.3,,,
-106.7,24.12,SLTSI,SIN,Ing. Aurelio Benassini VizcaÌno Sin.,20.3,,,
-107.4,24.8,CULIACANob,SIN,Observatorio de Culiac·n Sin. SMN*,17.1,,,
-108.48,25.81,ENASI,SIN,EstaciÛn Naranjo Sin.,14.1,,,
-108.33,26.74,CHXSI,SIN,Observatorio de Choix Sin.,12.8,,,
-99.15,21.82,TANCHACHIN,SLP,TanchachÌn S.L.P. SGT*,17.7,,,
-98.76,21.24,TMTSL,SLP,Temamatla S.L.P.,16.2,,,
-98.86,21.25,TBLSL,SLP,Tierra Blanca S.L.P.,22.1,,,
-98.89,21.42,RQTSL,SLP,Requetemu S.L.P.,20.4,,,
-98.62,21.69,SVTSL,SLP,San Vicente S.L.P.,22.9,,,
-98.96,21.75,BLMSL,SLP,Ballesmi S.L.P.,17.5,,,
-99.24,21.91,GANSL,SLP,Gallinas S.L.P.,16.4,,,
-99.16,22.12,MICSL,SLP,Micos S.L.P.,17.3,,,
-101,22.2,SGRSL,SLP,Soledad Graciano S.L.P.,9.3,,,
-99.32,22.52,NRJSL,SLP,Naranjos S.L.P.,14.3,,,
-100.64,23.66,MATSL,SLP,Matehuala S.L.P.,8.4,,,
-98.56,21.97,AJTSL,SLP,Las Adjuntas S.L.P.,18.7,,,
-100.94,21.81,GOGORRON,SLP,GogorrÛn S.L.P. SMN*,7.3,,,
-99.03,21.98,CDVALLES,SLP,Ciudad Valles S.L.P. SMN*,18.3,,,
-100.67,23.65,MA2SL,SLP,Matehuala S.L.P. SMN*,9.9,,,
-99.15,21.82,TNCSL,SLP,TanchachÌn S.L.P.,17.6,,,
-100.02,21.94,CDFERNANDEZ,SLP,Ciudad Fern·ndez S.L.P. SMN*,15.0,,,
-98.77,22,TMISL,SLP,Observatorio de TamuÌn S.L.P.,20.2,,,
-101.02,22.15,SLPSL,SLP,Observatorio de San Luis PotosÌ S.L.P.,9.2,,,
-110.29,30.98,CNNSO,SON,Cananea Son.,9.2,,,
-114.78,32.48,SLCSO,SON,San Luis RÌo Colorado Son.,11.5,,,
-110.21,27.59,TORIM,SON,TÛrim Son. SGT*,9.7,,,
-109.97,27.61,TAJIMAROA,SON,Tajimaroa Son. SGT*,9.9,,,
-109.89,27.75,AGCSO,SON,Agua Caliente Son.,13.6,,,
-108.76,26.6,CZNSO,SON,Cazanate Son.,11.4,,,
-109.44,27.07,NVJSO,SON,Navojoa Son.,14.8,,,
-109.11,27.23,ARCSO,SON,Adolfo RuÌz CortÌnes Son.,18.6,,,
-108.88,27.41,SBNSO,SON,San Bernardo Son.,14.6,,,
-109.62,27.42,CCRSO,SON,Cocoraque Son.,10.8,,,
-109.21,27.66,TSOSO,SON,Tesocoma Son.,9.1,,,
-109.89,27.82,AOBSO,SON,¡lvaro ObregÛn Son.,19.1,,,
-110.85,27.95,GYMSO,SON,Guaymas Son.,17.2,,,
-108.92,28.37,YC2SO,SON,YÈcora Son. SMN*,1.8,,,
-108.93,28.37,YCRSO,SON,YÈcora Son.,0.3,,,
-110.4,28.43,IRASO,SON,Ignacio R. Alatorre Son.,10.9,,,
-110.31,28.47,PTASO,SON,Punta de Agua 2 Son.,8.6,,,
-109.64,28.98,PECSO,SON,Plutarco ElÌas Calles Son.,10.3,,,
-110.92,29.07,HM2SO,SON,Observatorio de Hermosillo Son.,13.8,,,
-110.93,29.07,HMNSO,SON,Hermosillo Son.,15.0,,,
-109.23,29.2,ECBSO,SON,El Cubil Son.,9.1,,,
-110.74,29.47,CJNSO,SON,El CajÛn Son.,8.1,,,
-109.5,29.53,TPCSO,SON,Tepache Son.,12.2,,,
-110.23,29.82,ACNSO,SON,Aconchi Son.,7.6,,,
-111.02,30.05,QRBSO,SON,Querobabi Son.,8.2,,,
-109.09,30.07,ARISO,SON,Aribabi Son.,6.2,,,
-108.96,30.21,HSHSO,SON,Huachinera Son.,8.4,,,
-110.17,30.34,ARZSO,SON,Arizpe Son.,2.6,,,
-108.93,30.36,BCRSO,SON,Bacerac Son.,5.8,,,
-111.45,30.39,SRSSO,SON,Santa Rosa 2 Son.,11.4,,,
-109.38,30.44,LCDSO,SON,L·zaro C·rdenas Son.,12.5,,,
-112.12,30.7,PTQSO,SON,Pitiquito Son.,9.7,,,
-110.89,30.76,IMRSO,SON,Imuris Son.,5.8,,,
-111.52,30.87,CHTSO,SON,CuauhtÈmoc Son.,9.9,,,
-110.95,31.32,NGLSO,SON,Nogales Son.,10.5,,,
-112.85,31.87,NYNSO,SON,Sonoyta Son.,7.7,,,
-109.14,26.46,TOTOLIBOQUI,SON,Totoliboqui Son. REMAS*,15.3,,,
-109.05,26.5,EJIDO21MARZO,SON,Ejido 21 de Marzo Son. REMAS*,13.0,,,
-109.7,26.77,JULIANTABAMPO,SON,Juliantabampo Son. REMAS*,13.3,,,
-108.97,26.8,CHINO,SON,Chino Gordo Son. REMAS*,11.6,,,
-109.53,26.81,REGLA,SON,La Regla Son. REMAS*,12.9,,,
-109.68,26.84,NAVOBAXIA,SON,Navobaxia Son. REMAS*,12.0,,,
-109.75,26.9,SAHUARALO,SON,Sahuaral de Otero Son. REMAS*,12.6,,,
-109.5,26.91,TRESCARLOS,SON,Tres Carlos Son. INIFAP*,12.8,,,
-109.62,26.93,VASCONIA,SON,La Vasconia Son. REMAS*,13.2,,,
-109.42,26.97,CAPETAMAYA,SON,Capetamaya Son. REMAS*,11.2,,,
-109.83,27,BLOCK2918,SON,Block 2918 Son. REMAS*,12.5,,,
-109.5,27.01,SEMAY,SON,Semay Son. REMAS*,13.5,,,
-109.69,27.03,BUAYSIACOBE,SON,Buaysiacobe Son. INIFAP*,12.7,,,
-109.42,27.07,CIASO,SON,Ciano Huatabampo Son.,12.8,,,
-109.48,27.11,CHIHUAHUITASO,SON,Chihuahuita Son. REMAS*,12.3,,,
-109.9,27.14,BLOCK2010,SON,Block 2010 Son. REMAS*,13.2,,,
-109.8,27.17,BLOCK1922,SON,Block 1922 Son. REMAS*,13.3,,,
-109.66,27.18,BLOCK1936,SON,Block 1936 Son. REMAS*,13.3,,,
-109.58,27.21,PUEBLO,SON,Pueblo Mayo Son. REMAS*,13.5,,,
-110.04,27.23,BLOCK1703,SON,Block 1703 Son. REMAS*,13.7,,,
-110.26,27.28,BLOCK1423,SON,Block 1423 Son. REMAS*,13.4,,,
-110.16,27.32,BLOCK1213,SON,Block 1213 Son. REMAS*,12.9,,,
-108.91,27.32,CASA,SON,Casa Colorada Son. REMAS*,12.2,,,
-110.02,27.32,BLOCK1101,SON,Block 1101 Son. REMAS*,13.2,,,
-109.93,27.37,OBOSO,SON,Observatorio Cd. ObregÛn Son. SMN*,14.2,,,
-109.81,27.39,BLOCK720,SON,Block 720 Son. REMAS*,13.2,,,
-110.34,27.4,BLOCK731,SON,Block 731 Son. REMAS*,12.7,,,
-110.22,27.46,BLOCK419,SON,Block 419 Son. REMAS*,13.1,,,
-109.13,27.47,ALGODONES,SON,Los Algodones Son. REMAS*,15.3,,,
-110.01,27.55,PELJAZMIN,SON,Predio El JazmÌn Son. INIFAP*,12.1,,,
-109.93,27.62,CORRAL,SON,EstaciÛn Corral  Son. REMAS*,9.7,,,
-110.41,27.63,POTAM,SON,PÛtam Son. SGT*,12.3,,,
-110.41,27.63,POTAMR,SON,PÛtam Son. REMAS*,12.3,,,
-110.29,27.64,VCMSO,SON,VÌcam Son.,10.5,,,
-109.4,27.85,ROSARIO,SON,Rosario Tesopaco Son. REMAS*,8.2,,,
-110.8,27.95,EMPALMEob,SON,Observatorio de Empalme Son. SMN*,15.6,,,
-110.55,28,CAMPO,SON,Campo Selza Son. REMAS*,12.6,,,
-110.93,28,BUENOS,SON,Buenos Aires Gym Son. REMAS*,13.5,,,
-110.66,28.12,SANTAMARIA,SON,Santa MarÌa Son. REMAS*,12.8,,,
-110.66,28.3,ORTIZ,SON,OrtÌz Son. REMAS*,11.4,,,
-111.25,28.31,SAHUARALA,SON,Sahuaral Son. INIFAP*,10.5,,,
-110.51,28.37,TREINTA,SON,Las Treinta Son. REMAS*,11.5,,,
-109.89,28.42,SUAQUI,SON,Suaqui Grande Son. REMAS*,9.4,,,
-111.32,28.68,PEANA,SON,PeaÒa Son. REMAS*,10.8,,,
-111.65,28.69,KINO,SON,Kino Son. REMAS*,9.1,,,
-111.47,28.74,FATIMA,SON,El Milagro de F·tima Son. REMAS*,9.8,,,
-111.36,28.79,ELBERVANO,SON,El Bervano Son. INIFAP*,9.9,,,
-111.56,28.84,SANTAELENAS,SON,Santa Elena Son. REMAS*,9.5,,,
-111.43,28.89,CARLITOS,SON,San Carlitos  Son. REMAS*,9.7,,,
-111.23,28.9,ABEJAS,SON,Abejas Son. REMAS*,10.7,,,
-110.18,28.94,MAZATAN,SON,Mazat·n Son. REMAS*,6.7,,,
-111.13,28.96,BACHATA,SON,La Bachata Son. REMAS*,9.6,,,
-111.26,28.98,SANTONINO,SON,Santo NiÒo Son. REMAS*,9.5,,,
-111.59,28.98,ELROSARIO2SO,SON,El Rosario 2 Son. INIFAP*,10.6,,,
-111.13,29.01,UNISON,SON,Universidad de Sonora Son. SMN*,10.8,,,
-109.22,29.05,SAHUARIPA,SON,Sahuaripa Son. REMAS*,7.6,,,
-111.56,29.09,GREEN,SON,Green Stripe Son. REMAS*,9.8,,,
-109.99,29.12,MATAPE,SON,M·tape Son. REMAS*,9.5,,,
-111.76,29.24,CHIPILON,SON,ChipilÛn Son. REMAS*,10.0,,,
-110.93,29.39,TRACALITA,SON,Tracalita Son. REMAS*,10.6,,,
-110.31,29.44,URES,SON,Ures Son. REMAS*,5.7,,,
-109.51,29.52,TEPACHE,SON,Tepache Son. REMAS*,6.9,,,
-110.93,29.55,SELVA,SON,Selva Son. REMAS*,9.7,,,
-110.14,29.67,BAVIACORA,SON,Bavi·cora Son. REMAS*,5.3,,,
-108.97,29.69,NACORI,SON,N·cori Chico Son. REMAS*,5.2,,,
-112.06,29.78,SANTAADELA,SON,Santa Adela Son. REMAS*,13.1,,,
-110.96,29.91,QUEROBABI,SON,Querobabi Son. REMAS*,8.9,,,
-109.3,29.93,HUASABAS,SON,Hu·sabas Son. REMAS*,7.1,,,
-110.21,29.97,BANAMICHI,SON,Ban·michi Son. REMAS*,3.2,,,
-111.23,30.05,CARRIZO,SON,El Carrizo Son. REMAS*,5.9,,,
-109.79,30.19,CUMPAS,SON,Cumpas Son. REMAS*,8.3,,,
-110.72,30.34,LADRILLERA,SON,La Ladrillera Son. REMAS*,5.5,,,
-108.92,30.39,BACERAC,SON,Bacerac Son. REMAS*,3.9,,,
-111.09,30.42,ALAMITOS,SON,Los Alamitos Son. REMAS*,7.1,,,
-109.38,30.43,PLCARDENAS,SON,Presa L·zaro C·rdenas Son. SGT*,14.3,,,
-111.56,30.47,CORRALES,SON,Los Corrales Son. REMAS*,8.5,,,
-108.96,30.51,BAVISPE,SON,Bavispe Son. REMAS*,3.8,,,
-112.35,30.51,SURCABORACA,SON,Sur Caborca Son. REMAS*,9.0,,,
-111.83,30.57,CANAN,SON,El Can·n Son. REMAS*,7.0,,,
-112.16,30.6,CHAPARRAL,SON,Chaparral Son. REMAS*,10.9,,,
-111.4,30.61,LOMA,SON,La Loma Son. REMAS*,7.4,,,
-112.87,30.74,COSTERO,SON,El Costero Son. REMAS*,9.2,,,
-112.44,30.77,CABORCA,SON,Caborca Son. SMN*,12.4,,,
-111.21,30.79,ALMAS,SON,Las Palmas Son. REMAS*,5.0,,,
-112.78,30.83,LOLEYTA,SON,Loleyta Son. REMAS*,10.6,,,
-112.49,30.84,SANLUIS,SON,San Luis Son. INIFAP*,9.9,,,
-110.84,30.85,CRISP,SON,El 15 Crisp Son. REMAS*,6.7,,,
-112.91,30.85,RIVERA,SON,La Rivera Son. REMAS*,9.5,,,
-112.03,31,CUCHUJAQUI,SON,Cuchujaqui Son. REMAS*,5.5,,,
-110.6,31.19,SANTACRUZS,SON,Santa Cruz Son. REMAS*,3.8,,,
-109.56,31.24,AGUAPRIETA,SON,km 9 Ejido Agua Prieta Son. REMAS*,3.2,,,
-110.91,31.3,NOGALES,SON,Nogales Son. SMN*,9.9,,,
-113.3,31.68,PINACATE,SON,El Pinacate Son. SMN*,12.3,,,
-112.67,31.77,SONOYTAS,SON,Sonoyta Son. REMAS*,6.5,,,
-112.85,31.87,SONOYTA,SON,Sonoyta Son. SMN*,10.1,,,
-114.92,32.17,COLONIA,SON,Colonia Medano Son. REMAS*,6.4,,,
-115.01,32.25,VALENZUELA,SON,Rancho Valenzuela Son. REMAS*,8.2,,,
-114.96,32.31,QUIROZ,SON,Rancho Quiroz Son. REMAS*,8.7,,,
-114.87,32.33,PIVOTE,SON,Rancho El Pivote Son. REMAS*,9.0,,,
